Keyword,Related,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
on line auto parts,0.05,320,100,0.78,0.79,406000000,Commercial,"Site links, Reviews, People also ask, Related searches, Ads top, Ads bottom","1.00,0.29,0.36,0.36,0.36,0.19,0.29,0.36,0.12,0.19,0.15,0.19"
order car parts online,0.05,320,96,0.91,0.94,1260000000,Informational,"Site links, Reviews, Indented, Video carousel, People also ask, Related searches","0.81,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.67,0.81,0.81,0.81"
parts auto parts,0.05,320,100,1.14,0.32,1420000000,Commercial,"Site links, Indented, Image, Video carousel, Local pack, Related searches","0.54,0.66,0.66,0.81,1.00,0.66,0.66,0.66,0.54,0.66,0.66,0.66"
target car accessories,0.05,320,31,0,1,68,"Navigational, Transactional","Site links, Reviews, Image, Video, Related searches, Popular products","0.81,0.81,1.00,0.81,1.00,0.67,0.53,0.67,1.00,1.00,0.81,0.81"
the car and truck shop,0.05,320,54,4.84,0.05,514000000,Navigational,"Site links, Reviews, Image, Image pack, Video, Local pack, Related searches","0.66,0.66,0.82,1.00,1.00,0.82,0.82,1.00,0.66,0.82,0.43,0.53"
truck accessories interior,0.05,320,39,0.38,1,74000000,Commercial,"Site links, Image, Image pack, Video, Related searches, Popular products","0.21,0.21,0.26,0.26,0.32,0.21,0.26,0.17,0.26,0.17,1.00,0.21"
wirecutter carseat,0.05,320,84,0.85,0.43,33,Commercial,"Reviews, Image, Image pack, Video, Related searches","1.00,0.23,0.66,0.54,0.44,0.44,0.44,0.44,0.23,0.12,0.66,0.36"
www car parts,0.05,320,92,1.06,0.16,2150000000,Navigational,"Site links, Reviews, Indented, Related searches","0.54,0.81,0.66,0.43,0.66,1.00,0.81,0.81,0.81,0.66,0.66,0.66"
www carid com,0.05,320,66,0.67,0.22,6440000,Navigational,"Site links, Reviews, Indented, Image, Image pack, People also ask, Related searches","0.54,1.00,0.67,0.81,0.81,0.81,0.23,0.67,0.19,0.54,0.54,0.54"
www ebay com auto parts,0.05,320,80,0.41,0.45,57,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, People also ask, Related searches","0.15,0.23,0.23,0.35,0.81,1.00,1.00,0.54,0.44,0.54,0.44,0.66"
www.carid.com,0.05,320,75,0.67,0.22,8700000,Navigational,"Site links, Reviews, Indented, People also ask","0.67,1.00,0.54,0.54,0.24,0.19,0.54,0.29,0.44,0.10,0.13,0.00"
www.ebay.com auto parts,0.05,320,79,0.41,0.45,51,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, People also ask, Related searches","0.15,0.15,0.19,0.23,0.81,1.00,1.00,0.54,0.44,0.44,0.44,0.66"
accessories for car interior,0.35,260,58,0.42,1,2750000000,Commercial,"Site links, Reviews, Indented, Image, Video carousel, Related searches, Popular products","0.00,0.04,1.00,0.04,0.21,0.46,0.46,0.17,0.29,0.54,0.13,0.13"
car interior accessory,0.3,260,69,0.42,1,167000000,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Local pack, Related searches, Popular products, Shopping ads","0.36,0.36,0.36,0.44,0.44,0.36,0.36,0.29,0.29,0.44,0.53,1.00"
beat car interior accessories,0.25,260,59,0.29,1,61,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.66,0.82,0.66,0.66,1.00,0.53,0.53,0.66,0.66,0.66,0.07,0.66"
best car interior accessories,0.25,260,63,0.29,1,144000000,Commercial,"Site links, Reviews, Image, Video, Related searches, Popular products","0.82,0.82,0.67,0.35,0.42,0.53,0.53,0.67,1.00,0.67,0.53,0.82"
car parts and accessories,0.25,260,94,0.83,0.73,330000000,Commercial,"Site links, Indented, Video, Related searches, Ads bottom","1.00,1.00,0.80,0.80,1.00,0.80,1.00,0.80,1.00,1.00,0.65,0.80"
cute car accessories interior,0.25,260,48,0.25,1,49,Informational,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,1.00,0.82,0.82,0.82,0.82,0.53,0.53,0.65,0.65,0.53,0.65"
vehicle interior accessories,0.25,260,60,0.42,0.98,105000000,Commercial,"Site links, FAQ, Reviews, Indented, Image, Video, Related searches, Popular products","0.80,0.80,1.00,1.00,1.00,0.80,0.40,0.60,0.60,0.60,0.40,0.60"
auto parts and accessories,0.2,260,100,0.81,0.64,268000000,Commercial,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","0.54,1.00,0.80,1.00,1.00,1.00,1.00,0.80,1.00,1.00,0.65,0.65"
car accesories near me,0.2,260,68,0.93,0.96,604000000,Transactional,"Site links, Reviews, Indented, Image, Local pack, Related searches","0.29,0.17,0.17,0.21,0.29,0.67,1.00,0.42,0.33,0.42,0.33,0.42"
car cadgets,0.2,260,60,0.43,1,220000000,Commercial,"Site links, FAQ, Reviews, Video, Related searches, Popular products, Ads top","0.36,0.36,0.36,0.36,0.44,0.36,0.36,0.54,1.00,0.00,0.00,0.00"
interior car decor,0.2,260,53,0.21,1,62,Commercial,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","0.21,0.26,1.00,0.32,0.26,0.26,0.17,0.07,0.09,0.09,0.09,1.00"
interior car decorations,0.2,260,53,0.21,1,73,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.44,0.44,0.44,0.56,0.56,1.00,0.28,0.22,0.22,0.17,0.17,0.36"
useful car accessories,0.2,260,65,0.21,1,74500000,Commercial,"Site links, Indented, Image, Video, People also ask, Related searches","0.66,0.43,0.54,0.43,0.43,0.43,0.54,0.81,1.00,0.54,0.35,0.43"
aesthetic car interior,0.15,260,51,0,0.95,63,Informational,"Reviews, Indented, Image, Image pack, Video, Video carousel, Related searches, Popular products","0.81,1.00,1.00,0.81,0.81,0.65,0.52,0.81,0.52,0.52,0.43,0.65"
auto accessories store near me,0.15,260,67,1.37,0.78,379000000,Transactional,"Site links, Reviews, Local pack, Related searches","0.82,0.82,0.82,0.82,0.82,0.65,1.00,0.82,1.00,0.82,0.53,1.00"
car accessories shops near me,0.15,260,70,1.07,0.77,156000000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","1.00,0.66,0.54,0.35,0.35,0.35,0.35,0.44,0.35,0.23,0.23,0.35"
car accessory shops near me,0.15,260,70,1.07,0.77,16700000,Transactional,"Site links, Reviews, Indented, Local pack, Related searches","0.44,0.66,0.54,0.35,0.35,1.00,0.35,0.44,0.35,0.23,0.23,0.35"
car decors near me,0.15,260,38,1.09,0.98,69,Transactional,"Site links, Reviews, Indented, Video, People also ask, Local pack, Related searches","0.65,0.65,0.81,0.81,0.65,0.81,0.21,0.81,1.00,0.81,0.81,1.00"
cool things for your car,0.15,260,54,0.27,1,1010000000,Commercial,"Image, Video, People also ask, Related searches, Popular products","0.81,0.81,0.65,0.81,0.81,0.65,0.52,0.81,1.00,0.52,0.43,0.52"
coolest car accessories,0.15,260,63,0.27,1,12500000,Commercial,"Site links, Indented, Image, Image pack, Video, Related searches, Popular products, Ads bottom","0.36,0.24,0.19,0.36,0.44,0.29,0.24,1.00,0.54,1.00,0.81,0.81"
unique car accessories,0.15,260,58,0.4,1,405000000,Commercial,"Site links, Reviews, Video, Related searches, Popular products","0.82,0.65,0.53,0.65,0.65,0.65,0.53,0.82,1.00,0.65,0.65,0.82"
beat accessories,0.1,260,77,0.31,1,1960000000,Commercial,"Site links, Indented, Image, Video carousel, People also ask, Local pack, Related searches","0.08,0.35,0.43,0.43,0.43,0.35,0.43,0.81,1.00,0.81,0.43,0.54"
blue car accessories,0.1,260,22,0.17,1,547000000,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.65,0.53,0.82,0.82,1.00,0.82,0.53,0.82,0.65,0.82,0.82,0.82"
car decorations inside,0.1,260,45,0.2,1,77,Commercial,"Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,0.82,0.82,0.67,0.82,0.67,0.53,0.42,0.53,0.67,0.53,0.53"
car parts shops,0.1,260,100,0.96,0.37,921000000,Commercial,"Site links, FAQ, Reviews, Indented, Image, Local pack, Related searches","0.53,0.66,0.53,0.53,0.66,0.66,0.66,0.35,0.53,1.00,0.35,0.82"
car styling,0.1,260,38,1.94,0.42,180000000,Informational,"Site links, Reviews, Indented, Image pack, People also ask, Local pack, Related searches","0.22,1.00,1.00,0.81,0.06,0.81,0.67,0.14,0.67,0.10,0.10,0.81"
cars and parts,0.1,260,100,0.86,0.3,802000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Local pack, Related searches","0.65,0.81,0.81,0.65,0.65,0.81,1.00,0.65,0.65,0.81,0.65,0.65"
cars with best gadgets,0.1,260,52,0.22,0.99,57900000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video carousel, People also ask, Related searches","0.29,0.36,0.29,0.00,0.00,0.23,0.36,0.44,1.00,0.36,0.00,0.00"
cool things for cars,0.1,260,55,0.32,1,3600000000,Commercial,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products","0.81,0.67,0.67,0.67,1.00,0.43,0.54,0.81,0.81,0.43,0.54,0.43"
2022 mazda cx 5 accessories,0.05,260,28,0.41,1,89,Commercial,"Site links, Indented, Image, Video, People also ask, Related searches, Popular products","1.00,0.82,0.67,0.44,0.55,0.29,0.23,0.14,0.14,0.09,0.09,0.09"
accessories for,0.05,260,78,0,0.44,1800000000,Commercial,"Site links, Indented, Image, Image pack, Video, Related searches","1.00,0.81,0.65,0.81,0.81,0.81,0.81,0.81,0.81,0.65,0.65,0.65"
accessories for mazda cx 5,0.05,260,28,0.37,1,21100000,Commercial,"Site links, Reviews, Indented, Video, People also ask, Related searches, Popular products, Ads bottom","0.29,0.19,0.15,0.44,1.00,0.54,0.29,0.29,0.36,0.23,0.23,0.29"
accessories for mazda cx-5,0.05,260,17,0.37,1,20800000,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,1.00,0.81,0.67,0.00"
aftermarket accessories,0.05,260,87,0.51,0.72,60000000,Commercial,"Site links, Image, Image pack, Video, People also ask, Local pack, Related searches","1.00,0.65,1.00,0.65,1.00,1.00,0.82,0.82,0.65,1.00,1.00,1.00"
auto id,0.05,260,39,0.19,0.02,7410000000,Informational,"Site links, Reviews, Image pack, Video, Related searches","0.52,1.00,0.81,0.65,0.65,0.81,0.81,1.00,1.00,1.00,1.00,0.81"
auto parts by me,0.05,260,80,0.63,0.16,43,Commercial,"Reviews, Indented, Image, Image pack, Video carousel, Local pack, Related searches","0.65,0.81,0.81,0.65,1.00,0.81,0.81,0.81,0.81,0.81,0.53,0.53"
auto parts store by me,0.05,260,88,0.54,0.12,26,Commercial,"Site links, Reviews, Indented, Local pack, Related searches","1.00,0.80,0.80,1.00,1.00,1.00,1.00,0.80,0.80,0.80,0.80,0.80"
auto parts websites,0.05,260,100,0.67,0.7,261000000,Commercial,"Site links, Reviews, Video, Related searches, Ads top, Ads bottom","0.54,0.44,0.28,0.36,1.00,0.36,0.36,0.28,0.36,0.67,0.67,0.36"
autoeverything,0.05,260,63,9,0.28,780000,Navigational,"Site links, Reviews, Indented, Image, Video carousel, Knowledge panel, Related searches, Ads top","0.38,0.38,0.38,1.00,0.38,0.38,0.25,0.25,0.50,0.25,1.00,0.38"
automobile spare parts,0.05,260,93,0.88,0.27,42900000,Commercial,"Site links, Reviews, Indented, Image, Video, Local pack, Related searches","0.02,0.08,0.01,0.01,0.05,0.01,0.08,0.30,0.67,1.00,0.24,0.24"
buy car part,0.05,260,100,0.99,0.83,2060000000,Transactional,"Site links, FAQ, Reviews, Image, Video carousel, Local pack, See results about, Related searches, Shopping ads","0.17,0.66,1.00,1.00,0.82,0.82,0.82,0.43,0.53,0.53,0.53,0.82"
car accessories at target,0.05,260,30,0,1,79,"Navigational, Transactional","Site links, Reviews, Indented, Image, Video, Related searches, Popular products","0.81,0.67,0.67,0.27,1.00,0.81,0.81,0.67,0.00,0.81,0.81,0.81"
car accessories for dogs,0.05,260,39,0.32,1,61200000,Commercial,"Site links, Reviews, Indented, Image, Related searches, Popular products, Shopping ads, Ads bottom","0.43,0.43,0.43,0.35,0.22,0.29,0.29,0.43,1.00,0.43,0.54,0.81"
car accessories hippie,0.05,260,27,0.37,1,30,Commercial,"Site links, Reviews, Indented, Image, Video, People also ask, Related searches, Popular products","1.00,1.00,1.00,0.02,0.35,0.53,0.67,0.67,0.67,0.67,0.00,1.00"
car decoration ideas interior,0.05,260,31,0.21,1,72,Informational,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","1.00,1.00,0.55,0.67,0.67,0.55,0.44,0.29,0.23,0.44,0.44,0.44"
car id parts,0.05,260,63,0.85,0.5,563000000,Navigational,"Site links, Reviews, Indented, Image, Image pack, Video, Related searches","1.00,1.00,0.83,0.67,1.00,0.83,0.83,0.54,0.54,0.42,0.42,0.54"
car interior upgrades,0.05,260,35,0.32,0.94,62600000,Commercial,"Featured snippet, Site links, Image, Video, People also ask, Related searches","0.80,1.00,1.00,1.00,0.80,0.80,0.80,0.80,0.65,1.00,0.80,0.80"
car part shops,0.05,260,100,1.08,0.46,1540000000,Commercial,"Site links, Reviews, Indented, Image, Local pack, See results about, Related searches","1.00,0.81,0.67,0.67,0.67,0.67,1.00,1.00,0.43,0.36,0.36,0.53"
car part sites,0.05,260,100,0.71,0.7,1510000000,Commercial,"Site links, FAQ, Image, Video, Related searches","0.80,1.00,0.80,1.00,1.00,1.00,0.80,0.80,1.00,0.80,0.80,1.00"
car partd,0.05,260,100,0.99,0.31,2220000000,Navigational,"Site links, Reviews, Indented, Image, Video, Local pack, Top stories, Related searches, Ads top, Ads bottom","0.23,0.23,0.36,0.23,0.23,1.00,0.44,0.12,0.19,0.44,0.29,0.81"
car parts interior,0.05,260,46,0.63,0.79,364000000,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.54,0.67,0.54,0.67,1.00,0.54,0.54,0.35,0.54,0.28,0.35,0.35"
car parts on sale,0.05,260,100,1.02,0.62,984000000,Transactional,"Site links, FAQ, Reviews, Indented, Image, Video, People also ask, Local pack, Related searches, Popular products","0.30,0.45,0.24,0.00,0.00,0.01,0.00,1.00,0.03,0.02,0.00,0.00"
car parts.com app,0.05,260,57,1.47,0.18,859000000,Navigational,"Site links, Reviews, Indented, People also ask, Related searches, Ads top","1.00,0.72,0.09,0.05,0.04,0.11,0.17,0.11,0.14,0.05,0.05,0.03"
car truck shop,0.05,260,73,1.46,0.1,539000000,Navigational,"Site links, Reviews, Indented, Image, Image pack, Video, Local pack, Related searches","0.65,0.65,0.80,1.00,0.80,0.52,0.65,0.80,0.65,0.65,0.80,0.80"
car. parts,0.05,260,100,0.99,0.31,2510000000,Navigational,"Site links, Reviews, Image, Video, Local pack, Related searches","1.00,0.02,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.03"
car.parts,0.05,260,100,0.99,0.31,2340000000,Navigational,"Site links, Reviews, Indented, Video, People also ask, Local pack, Related searches","0.05,0.05,0.07,0.04,0.02,0.02,0.05,0.11,0.07,1.00,0.11,0.05"
caroarts,0.05,260,100,0.99,0.31,2410000000,Navigational,"Site links, Reviews, Indented, Image, Video, Local pack, Top stories, Related searches, Ads top","0.35,0.35,0.28,0.35,0.28,0.28,0.35,0.28,1.00,0.66,0.28,0.44"
cars - parts,0.05,260,100,0.99,0.31,1040000000,Navigational,"Site links, Reviews, Indented, Image, Image pack, Local pack, Related searches","0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.68,1.00,0.01"
cheap auto body parts,0.05,260,53,0.84,1,491000000,Commercial,"Site links, Reviews, Video, Related searches, Popular products","1.00,0.80,0.80,0.65,0.80,0.65,0.80,0.65,0.52,0.80,0.80,0.80"
costco truck,0.05,260,24,0.53,0.14,34700000,"Informational, Transactional","Reviews, Indented, Image pack, Video, Related searches","0.53,0.66,0.53,0.82,1.00,0.53,0.53,0.66,0.66,0.66,1.00,0.66"
cute decor for car,0.05,260,28,0.25,1,69,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products, Shopping ads, Ads top","0.82,0.12,0.54,0.03,1.00,0.00,0.54,0.67,0.00,0.00,0.00,0.00"
cx5 accessories,0.05,260,9,0.18,1,12400000,Commercial,"Site links, Reviews, Indented, Image, Related searches, Popular products, Ads bottom","0.80,0.80,0.52,0.52,0.80,0.65,0.65,0.80,0.80,1.00,0.80,1.00"
dashboard decor for cars,0.05,260,28,0.23,1,55,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.81,0.81,0.81,0.00,1.00,0.67,0.67,0.81,0.67,0.67,0.00,0.67"
e bay auto parts,0.05,260,76,0.47,0.72,64,Navigational,"Site links, Reviews, Image, Video, People also ask, Related searches, Popular products","1.00,0.50,0.88,0.63,0.88,0.63,1.00,0.63,0.38,0.38,0.50,0.50"
ebay automobile parts,0.05,260,75,0.43,0.5,63,"Navigational, Transactional","Site links, Reviews, Image pack, Video, Related searches, Popular products","0.53,0.53,0.82,0.66,0.82,0.66,1.00,0.66,0.43,0.35,0.53,0.53"
ebay parts only,0.05,260,77,0.55,0.34,62,"Navigational, Transactional","Site links, Reviews, Image, Image pack, Video, People also ask, Related searches","0.82,1.00,0.67,0.53,0.53,0.67,0.53,0.42,0.53,1.00,1.00,0.67"
exterior car parts,0.05,260,38,0.86,0.72,162000000,Commercial,"Site links, Reviews, Image, Image pack, Video, Related searches","0.67,0.80,1.00,0.33,0.80,1.00,0.80,0.80,0.67,0.53,0.53,0.67"
find auto parts,0.05,260,98,0.62,0.35,1220000000,Commercial,"Site links, FAQ, Reviews, Indented, Video, People also ask, Local pack, Related searches","0.36,0.36,0.66,1.00,0.19,0.29,0.29,0.12,0.19,0.19,0.15,0.29"
funny car accessories,0.05,260,34,0.26,1,87,Commercial,"Reviews, Indented, Image, Image pack, Video, Related searches, Popular products","0.33,0.43,0.80,0.67,0.80,0.33,0.80,1.00,1.00,0.27,0.17,0.80"
id cars,0.05,260,53,0.76,0.33,5530000000,Navigational,"Site links, Reviews, Indented, Image, Related searches","0.67,0.67,0.36,1.00,0.44,0.28,0.28,0.36,0.23,0.19,0.19,0.23"
items for a car,0.05,260,55,0.6,1,2310000000,Informational,"Site links, Reviews, Image, People also ask, Related searches, Popular products","0.44,0.54,0.54,0.00,0.44,0.35,0.54,0.81,1.00,0.00,0.00,0.44"
mazda 3 floor mats,0.05,260,10,0.55,1,82,Commercial,"Reviews, Indented, Image, Video, Related searches, Popular products","1.00,0.82,0.82,0.82,0.65,0.65,0.82,0.82,0.82,0.82,0.82,0.82"
mazda cx 5 all weather mats,0.05,260,23,0.77,1,67,Commercial,"Reviews, Indented, Image, Video, People also ask, Related searches, Popular products","0.66,0.66,0.43,0.53,0.66,0.43,0.66,0.82,1.00,0.82,0.66,0.82"
part auto,0.05,260,100,0.75,0.55,7220000000,Commercial,"Site links, Reviews, Indented, Image, Local pack, Related searches","0.66,0.66,0.82,0.82,0.82,0.66,0.66,0.66,0.28,1.00,0.43,0.43"
part cars,0.05,260,93,0.99,0.31,9460000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video carousel, Local pack, Related searches","1.00,0.36,1.00,0.82,0.18,0.11,0.29,0.18,0.09,0.05,0.11,0.24"
partrs,0.05,260,100,1.64,0,8560000000,Commercial,"Site links, Image, Image pack, Local pack, Related searches","0.67,1.00,0.28,0.67,0.67,0.81,0.81,0.67,0.54,0.67,0.67,0.67"
parts and accessories,0.05,260,84,0.77,0.22,629000000,Commercial,"Site links, Indented, Image, Image pack, Video, People also ask, Related searches","0.15,1.00,0.38,0.62,0.38,0.77,1.00,0.77,0.77,1.00,0.54,0.77"
parts shop,0.05,260,100,0.95,0.21,560000000,Commercial,"Site links, Indented, Image, Local pack, Related searches","1.00,0.81,0.81,0.65,1.00,0.65,0.81,0.81,0.81,0.81,0.81,0.81"
parts-car,0.05,260,100,1.26,0.45,3790000000,Commercial,"Site links, Indented, Image, Related searches, Popular products","0.00,0.46,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
pet car,0.05,260,50,0.86,0.77,1020000000,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches","0.35,0.35,0.35,0.35,0.81,0.35,0.35,1.00,0.28,0.66,0.23,0.28"
pink car decor,0.05,260,46,0.17,1,49,Commercial,"Site links, Reviews, Indented, Image, Image pack, Video, People also ask, Related searches, Popular products","0.53,0.66,0.82,0.66,1.00,0.53,0.66,0.66,0.66,0.82,0.53,0.53"
