ASIN,SKU,品牌,商品标题,,父体,类目路径,大类目,适配车型年份,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
B097DGJRCJ,Color: For Chevy Malibu 16-18,Goodyear,"Goodyear Mud Flaps for Chevrolet (Chevy) Malibu 2016-2018, Pair, Heavy-Duty Thermoplastic, Custom Fit, Easy to Install, Road/Weather Durability, Car Accessories, 2 License Plate Frames - GY004709",https://m.media-amazon.com/images/I/41ya7wdGjkL._AC_US200_.jpg,B0BW4JZ73B,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"89,475","-52,027",-25%,Wheel & Tire Mud Flaps & Splash Guards,129,46,"-2,400%","2,299",-24%,49.99,11,,,73,15.22%,4.10,7,2021-06-17,FBM,10,18,1,Spark Lines Inc,US,"公司名称：Spark Lines Inc.
办公地址：
1712 Pioneer Avenue
Ste 2184
Cheyenne
Wyoming
82001
US",FBM,,,,Y,,,2 pounds,16.73 x 10.83 x 5.12 inches,2023-05-13
B06XVDW7T9,Style: For CR-V 2012-2016,A-Premium,"A-Premium Set of 4PCS Mud Flaps Splash Guards Mudguards Mudflaps with Hardware Kits Accessory Compatible with Honda CR-V 2012-2016, 2.4L, Black Color, Front LH RH and Rear LH RH",https://m.media-amazon.com/images/I/41cQvgyGa1L._AC_US200_.jpg,B08X2NQ7MG,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"124,756","59,525",43%,Wheel & Tire Mud Flaps & Splash Guards,212,46,"11,000%","1,379",110%,29.99,,56%,8.77,231,4.35%,4.30,2,2017-03-25,FBA,10,2,2,PremiumpartsWhosale,CN(HK),"公司名称：Century Huateng Network Overseas Co.,Ltd
办公地址：
FLAT/RM 02, 7/F, SPA CENTRE
NO. 53-55 LOCKHART ROAD
WAN CHAI
HK
999077
HK",FBA,,Y,,Y,,cr-v mud flaps,2.81 pounds,14.45 x 11.3 x 6.65 inches,2023-05-31
B08QMGWXY6,"Size: fit Ram 1500 2500 3500, W Fender Flare",Medesasi,"Black Front and Rear Truck Mud Flaps, Compatible with RAM 2009-2018 1500 2019-2022 1500 Classic Models 2010-2018 2500 3500 Single Rear Wheels, Medesasi Mud Splash Guards Flaps, with OEM Fender Flares",https://m.media-amazon.com/images/I/4106Y+IXYcL._AC_US200_.jpg,B09WN51M2M,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"101,003","181,173",179%,Wheel & Tire Mud Flaps & Splash Guards,162,46,"2,700%","2,759",27%,59.99,11,68%,12.67,64,0.00%,4.40,0,2020-12-15,FBA,10,4,1,Medesasi,CN,"公司名称：GuangZhouShiJiXinXiKeJiYouXianGongSi
办公地址：
LiWanQuXiZengLu63HaoZiBianC10TaiRongShangWuZhongXin308-2Shi
GuangZhou
GuangDong
510160
CN",FBA,,Y,,Y,,Wheel & Tire Mud Flaps & Splash Guards by Medesasi,3.58 pounds,20.08 x 11.22 x 4.33 inches,2023-05-31
B079RRG1PF,Size: Stock | Color: Blue,REK GEN,"REK GEN Mud Flaps Compatible w/Tacoma Gen3 (2016+) (Stock, Blue)",https://m.media-amazon.com/images/I/41jkV5n-yHL._AC_US200_.jpg,B079RS49KK,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"221,035","-157,504",-71%,Wheel & Tire Mud Flaps & Splash Guards,464,46,0%,"6,440",0%,140.00,68,76%,12.43,417,8.70%,4.60,4,2018-02-12,FBM,7,8,1,REKGEN,US,"公司名称：Joe's Plastics Inc.
办公地址：
5725 DISTRICT BLVD
VERNON
CA
90058-5519
US",FBM,,,,,,,,,2023-05-28
B079RT32PW,Size: Stock | Color: White,REK GEN,"REK GEN Mud Flaps Compatible w/Tacoma Gen3 (2016+) (Stock, White)",https://m.media-amazon.com/images/I/41PTPmoIbfL._AC_US200_.jpg,B079RS49KK,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"221,035","-157,504",-71%,Wheel & Tire Mud Flaps & Splash Guards,464,46,0%,"6,440",0%,140.00,68,76%,12.43,417,8.70%,4.60,4,2018-02-12,FBM,6,8,1,REKGEN,US,"公司名称：Joe's Plastics Inc.
办公地址：
5725 DISTRICT BLVD
VERNON
CA
90058-5519
US",FBM,,,,,,,,,2023-05-28
B079RQG9ZP,Size: Off-Road XL | Color: Red,REK GEN,"REK GEN Mud Flaps Compatible w/Toyota Tacoma Gen3 (2016+) (Off-Road XL, Red)",https://m.media-amazon.com/images/I/41oBSxXtnoL._AC_US200_.jpg,B079RS49KK,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"221,035","-157,504",-71%,Wheel & Tire Mud Flaps & Splash Guards,464,46,0%,"6,670",0%,145.00,68,76%,12.43,417,8.70%,4.60,4,2018-02-12,FBM,6,8,1,REKGEN,US,"公司名称：Joe's Plastics Inc.
办公地址：
5725 DISTRICT BLVD
VERNON
CA
90058-5519
US",FBM,,,,,,,,,2023-05-28
B079RN7ZNJ,Size: Off-Road XL | Color: White,REK GEN,"Toyota Tacoma Mud Flaps Gen3 (2016+) (Off-Road XL, White)",https://m.media-amazon.com/images/I/413wbyHeTZL._AC_US200_.jpg,B079RS49KK,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"221,035","-157,504",-71%,Wheel & Tire Mud Flaps & Splash Guards,464,46,0%,"6,670",0%,145.00,68,76%,12.43,417,8.70%,4.60,4,2018-02-12,FBM,6,8,1,REKGEN,US,"公司名称：Joe's Plastics Inc.
办公地址：
5725 DISTRICT BLVD
VERNON
CA
90058-5519
US",FBM,,,,,,,,,2023-05-28
B079S4SHNY,Size: Stock | Color: Light Blue,REK GEN,"REK GEN Mud Flaps Compatible w/Toyota Tacoma Gen3 (2016+) (Stock, Light Blue)",https://m.media-amazon.com/images/I/41QB6KxKA2L._AC_US200_.jpg,B079RS49KK,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"221,035","-157,504",-71%,Wheel & Tire Mud Flaps & Splash Guards,464,46,0%,"6,440",0%,140.00,68,76%,12.43,417,8.70%,4.60,4,2018-02-12,FBM,6,8,1,REKGEN,US,"公司名称：Joe's Plastics Inc.
办公地址：
5725 DISTRICT BLVD
VERNON
CA
90058-5519
US",FBM,,,,,,,5.59 pounds,21 x 16.2 x 2.6 inches,2023-05-28
B08QMXZMX9,"Size: fit 2019-2021 Ram 1500, W Fender Flare",Medesasi,"Mud Flaps OEM Front and Rear Car Truck Mud Flaps, Compatible with 2019 2020 2021 2022 2023 Ram 1500(Not for Classic Models), Medesasi Mud Splash Guards Mudflaps for Cars Trucks, With OEM Fender Flares",https://m.media-amazon.com/images/I/31VBRPCKFYS._AC_US200_.jpg,B09WN51M2M,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"101,003","181,173",179%,Wheel & Tire Mud Flaps & Splash Guards,162,46,"2,700%","2,575",27%,55.99,11,60%,13.93,64,0.00%,4.40,0,2020-12-15,NA,10,4,1,Medesasi,CN,"公司名称：GuangZhouShiJiXinXiKeJiYouXianGongSi
办公地址：
LiWanQuXiZengLu63HaoZiBianC10TaiRongShangWuZhongXin308-2Shi
GuangZhou
GuangDong
510160
CN",NA,,Y,,Y,,Wheel & Tire Mud Flaps & Splash Guards by Medesasi,4.76 pounds,19.29 x 12.99 x 5.51 inches,2023-05-29
B075LMRWL8,Style: For CR-V 2007-2011,A-Premium,"A-Premium Set of 4PCS Mud Flaps Splash Guards Mudguards Mudflaps with Hardware Accessories Compatible with Honda CR-V 2007-2011, 2.4L, Sport Utility, Front and Rear (Driver and Passenger Sides)",https://m.media-amazon.com/images/I/41mqPWfvRlL._AC_US200_.jpg,B08X2NQ7MG,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"124,756","59,525",43%,Wheel & Tire Mud Flaps & Splash Guards,212,46,"11,000%","1,793",110%,38.99,,57%,8.54,231,4.35%,4.30,2,2017-09-13,FBA,10,2,2,PremiumpartsWhosale,CN(HK),"公司名称：Century Huateng Network Overseas Co.,Ltd
办公地址：
FLAT/RM 02, 7/F, SPA CENTRE
NO. 53-55 LOCKHART ROAD
WAN CHAI
HK
999077
HK",FBA,,,,Y,,,3.67 pounds,17.83 x 12.51 x 6.29 inches,2023-05-30
B08QMQC2ZX,"Size: fit Ram 1500 2500 3500, W/O Fender Flare",Medesasi,"Front and Rear Truck Mud Flaps, Compatible with 2009-2018, Ram 1500, 2010-2018 Ram 2500/3500, 19-23 Ram 1500 Classic, Single Rear Wheels, Medesasi Mud Splash Guards Flaps, Without OEM Fender Flares",https://m.media-amazon.com/images/I/41bnaAuLgkL._AC_US200_.jpg,B09WN51M2M,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"101,003","181,173",179%,Wheel & Tire Mud Flaps & Splash Guards,162,46,"2,700%","2,575",27%,55.99,11,62%,12.67,64,0.00%,4.40,0,2020-12-15,FBA,10,4,1,Medesasi,CN,"公司名称：GuangZhouShiJiXinXiKeJiYouXianGongSi
办公地址：
LiWanQuXiZengLu63HaoZiBianC10TaiRongShangWuZhongXin308-2Shi
GuangZhou
GuangDong
510160
CN",FBA,,,,Y,,,4.25 pounds,20.08 x 11.22 x 4.33 inches,2023-05-30
B08QMCM5GB,"Size: fit 2019-2022 Ram 1500, W/O Fender Flare",Medesasi,"Mud Flaps OEM Black Front and Rear Car Truck Mud Guard Compatible with 2019-2022 Ram 1500(Not for Classic Models), Medesasi Mud Splash Guards Mudflaps for Cars Trucks, Without OEM Fender Flares",https://m.media-amazon.com/images/I/315X5k9WlCS._AC_US200_.jpg,B09WN51M2M,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"76,741","181,173",179%,Wheel & Tire Mud Flaps & Splash Guards,100,46,"2,700%","2,759",27%,59.99,11,62%,13.93,64,0.00%,4.40,0,2020-12-15,FBA,10,3,1,Medesasi,CN,"公司名称：GuangZhouShiJiXinXiKeJiYouXianGongSi
办公地址：
LiWanQuXiZengLu63HaoZiBianC10TaiRongShangWuZhongXin308-2Shi
GuangZhou
GuangDong
510160
CN",FBA,,,,Y,,,4.63 pounds,19.29 x 12.99 x 5.51 inches,2023-06-01
B079S5PZMK,Size: Stock | Color: Red,REK GEN,"REK GEN Mud Flaps Compatible w/Tacoma Gen3 (2016+) (Stock, Red)",https://m.media-amazon.com/images/I/41n2k17bACL._AC_US200_.jpg,B079RS49KK,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"108,187","-157,504",-71%,Wheel & Tire Mud Flaps & Splash Guards,167,46,0%,"6,440",0%,140.00,68,85%,12.43,417,8.70%,4.60,4,2018-02-11,FBM,6,8,1,REKGEN,US,"公司名称：Joe's Plastics Inc.
办公地址：
5725 DISTRICT BLVD
VERNON
CA
90058-5519
US",FBM,,,,,,,,,2023-05-31
B079RLNT2T,Size: Stock | Color: Black,REK GEN,"REK GEN Mud Flaps Compatible w/Tacoma Gen3 (2016+) (Stock, Black)",https://m.media-amazon.com/images/I/41XYDUQH58L._AC_US200_.jpg,B079RS49KK,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"163,672","-157,504",-71%,Wheel & Tire Mud Flaps & Splash Guards,259,46,0%,"6,440",0%,140.00,68,76%,12.25,417,8.70%,4.60,4,2018-02-12,FBM,7,8,1,REKGEN,US,"公司名称：Joe's Plastics Inc.
办公地址：
5725 DISTRICT BLVD
VERNON
CA
90058-5519
US",FBM,,,,,,,5.59 pounds,21 x 16.2 x 2.6 inches,2023-05-31
B0B9BBTZF5,,CUSAUTV,"CUSAUTV Front &amp; Rear Extended Fender Flares Compatible with Can-Am Maverick X3 2 door &amp; 4 door 2017-2023,Mud Guards for 715002973",https://images-na.ssl-images-amazon.com/images/I/51nbHVwrRnL._AC_US200_.jpg,B0B9BBTZF5,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"285,172","13,000",5%,Wheel & Tire Mud Flaps & Splash Guards,510,45,"29,000%","6,466",290%,143.69,,60%,35.35,2,0.00%,4.00,0,2022-08-11,FBA,9,1,1,CUSAUTV-US,CN,"公司名称：jingjiangshilongxindianjizhizaoyouxiangongsi
办公地址：
祖师村水祖路1号
靖江市
马桥镇
江苏省
214525
CN",FBA,,,,Y,,,12.97 pounds,41 x 15.9 x 13.15 inches,2023-05-28
B0BHN12M15,Size: for 2016-2019 Honda Civic,BDFHYK,BDFHYK Mud Flaps Splash Guards 4PCS Front &amp; Rear Side Mud Guards Compatible for 2016-2019 Honda Civic Without OEM Fender Flares,https://m.media-amazon.com/images/I/41J3fBRtdbL._AC_US200_.jpg,B0BNN8ZHLB,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"171,794","-43,196",-25%,Wheel & Tire Mud Flaps & Splash Guards,128,45,"7,400%","1,169",74%,25.99,,60%,6.60,24,13.33%,4.30,6,2022-10-08,FBA,10,4,2,BDFHYK,CN,"公司名称：yuhuan jinrui maoyi co,.ltd
办公地址：
桃源路13号
玉环
玉成街道城南社区
浙江
317600
CN",FBA,,,,Y,,,1.39 pounds,11.02 x 3.35 x 3.5 inches,2023-05-28
B0BHN1Z8KX,Size: for 1996-2000 Honda Civic,BDFHYK,BDFHYK Mud Flaps Splash Guards 4PCS Front &amp; Rear Side Mud Guards Compatible for 1996-2000 Honda Civic Without OEM Fender Flares,https://m.media-amazon.com/images/I/41Yj7Z6+NYL._AC_US200_.jpg,B0BNN8ZHLB,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"171,794","-43,196",-25%,Wheel & Tire Mud Flaps & Splash Guards,128,45,"7,400%","1,349",74%,29.99,,,8.22,24,13.33%,4.30,6,2022-10-08,FBA,10,4,2,BDFHYK,CN,"公司名称：yuhuan jinrui maoyi co,.ltd
办公地址：
桃源路13号
玉环
玉成街道城南社区
浙江
317600
CN",FBA,,,,Y,,,1.39 pounds,11.02 x 3.35 x 3.5 inches,2023-05-28
B09TR255GM,Size: for 2012-2015 Honda Civic Sedan,BDFHYK,"BDFHYK Mud Flaps Splash Guards 4PCS Front &amp; Rear Side Mud Guards Compatible for 2012-2015 Honda Civic Sedan Only,with Fender Flares (Eighth Generation)",https://m.media-amazon.com/images/I/41hbVy9xmrL._AC_US200_.jpg,B0BNN8ZHLB,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"57,998","-43,196",-25%,Wheel & Tire Mud Flaps & Splash Guards,69,45,"7,400%","1,259",74%,27.99,,56%,8.13,26,13.33%,4.30,6,2022-03-01,FBA,10,4,1,BDFHYK,CN,"公司名称：yuhuan jinrui maoyi co,.ltd
办公地址：
桃源路13号
玉环
玉成街道城南社区
浙江
317600
CN",FBA,,,,Y,,,2.42 pounds,11.02 x 3.35 x 3.5 inches,2023-06-01
B0BHMZD4RS,Size: for 2017-2019 Honda Civic,BDFHYK,BDFHYK Mud Flaps Splash Guards 4PCS Front &amp; Rear Side Mud Guards Compatible for 2017-2019 Honda Civic(Si Model Only) Without OEM Fender Flares,https://m.media-amazon.com/images/I/41Qgd8KcxSL._AC_US200_.jpg,B0BNN8ZHLB,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"61,710","-43,196",-25%,Wheel & Tire Mud Flaps & Splash Guards,64,45,"7,400%","1,124",74%,24.99,,54%,7.65,26,13.33%,4.30,6,2022-10-07,FBA,10,4,1,BDFHYK,CN,"公司名称：yuhuan jinrui maoyi co,.ltd
办公地址：
桃源路13号
玉环
玉成街道城南社区
浙江
317600
CN",FBA,,,,Y,,,1.39 pounds,11.02 x 3.35 x 3.5 inches,2023-05-31
B0886K642X,,TOPGRIL,Mud Flaps Kit for Toyota Camry SE XSE Sport 2018-2023 Mud Splash Guard Front and Rear 4-PC Set by TOPGRIL,https://m.media-amazon.com/images/I/41HrhsUynlL._AC_US200_.jpg,B0886K642X,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"98,338","23,599",13%,Wheel & Tire Mud Flaps & Splash Guards,146,45,"14,100%","1,484",141%,32.99,11,66%,6.39,219,6.67%,4.10,3,2019-08-28,FBA,8,1,4,TOPGRIL,CN,"公司名称：ZhouHaixin
办公地址：
胜利东街5097号
潍坊金融服务区1号楼1-1613
潍坊市
奎文区
山东省
261000
CN",FBA,,,,,,,1.17 pounds,11.1 x 8.78 x 4.02 inches,2023-06-01
B019XA02C8,,Husky Liners,"Husky Liners Mud Flaps | Kick Back Mud Flaps 12&quot; Wide - Black Top and Black Weight - Black | 17101 | Fits Chevrolet Silverado, Ford F-150, Dodge Ram, Toyota Tocoma/Tundra 2 Pcs",https://m.media-amazon.com/images/I/41Og+Oj7UGL._AC_US200_.jpg,B019XA02C8,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"86,348","-285,933",-75%,Wheel & Tire Mud Flaps & Splash Guards,114,45,-200%,"5,894",-2%,130.99,17,74%,12.67,190,6.67%,4.20,3,2015-12-29,AMZ,9,1,17,Amazon,US,公司名称：Archer Logistics Inc.,AMZ,,,,Y,,,3 pounds,,2023-06-01
B07749QM7R,Style: For XT5 2016-2017,A-Premium,A-Premium Splash Guards Mud Flaps Mudflaps Mudguards Compatible with Cadillac XT5 2016-2019 Front &amp; Rear 4-Pcs Kit Without Running Board,https://m.media-amazon.com/images/I/41I+SR5iZGL._AC_US200_.jpg,B08X2NTKRG,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"162,058","-83,883",-52%,Wheel & Tire Mud Flaps & Splash Guards,373,44,"-1,400%","2,023",-14%,45.99,11,,,333,9.09%,4.20,4,2017-11-02,FBM,9,13,1,PremiumpartsWhosale,CN(HK),"公司名称：Century Huateng Network Overseas Co.,Ltd
办公地址：
FLAT/RM 02, 7/F, SPA CENTRE
NO. 53-55 LOCKHART ROAD
WAN CHAI
HK
999077
HK",FBM,,,,Y,,,2 pounds,12.6 x 10.71 x 5.59 inches,2023-05-16
B096FGFSPC,Size: 2014-2019 Chevy Corvette | Color: 4 pcs with hardware,PIT66,PIT66 4Pcs Molded Splash Mud Flaps Guards Fenders Compatible for 2014-2019 Chevy Corvette Stingray C7,https://m.media-amazon.com/images/I/41kcrX7sdES._AC_US200_.jpg,B0C3B4L99N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"246,986","-207,847",-84%,Wheel & Tire Mud Flaps & Splash Guards,283,44,"-4,200%","1,231",-42%,27.99,3,85%,,55,2.27%,4.20,1,2022-01-26,FBM,9,8,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,,17.3 x 9.3 x 3.7 inches,2023-05-31
B00845SQIG,Size: Custom Rear Mud Guards,Husky Liners,"Husky Liners - Mud Guards | 2011 - 2023 Dodge Durango, no R/T Models, Front &amp; Rear Set - Black | 58001 &amp; 59001",https://m.media-amazon.com/images/I/31NhnyxbgcL._AC_US200_.jpg,B07NMVCKTQ,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"174,745","125,441",336%,Wheel & Tire Mud Flaps & Splash Guards,330,44,900%,"1,862",9%,42.34,26,57%,11.83,342,9.09%,4.50,4,2012-05-01,AMZ,9,2,11,Amazon,US,"公司名称：UTM Distributing Company
办公地址：
125 W Crescentville Rd
Cincinnati
OH
45246
US",AMZ,,,,Y,,,13.8 ounces,,2023-05-31
B0BM92CQPD,Size: 2015-2021 Chevy Colorado | Color: 4 pcs with hardware,PIT66,Molded Mud Flaps Guards Splash Compatible with Chevy Colorado 2015-2021 Without Fender Flare Front Rear 4 Piece Set,https://m.media-amazon.com/images/I/41wnejq6MmL._AC_US200_.jpg,B0C3B4L99N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"246,986","-207,847",-84%,Wheel & Tire Mud Flaps & Splash Guards,283,44,"-4,200%","1,627",-42%,36.99,3,85%,,55,2.27%,4.20,1,2022-11-14,FBM,8,8,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,,,2023-05-31
B07QTK7H2M,Color: 4 pcs with hardware | Size: 1999-2007 Chevy Silverado,PIT66,PIT66 Heavy Duty Molded Mud Flaps Mud Guards Splash Compatible with Chevy 1999-2007 Silverado Replacement for GMC Sierra Front+Rear Splash Guards Mudguards,https://m.media-amazon.com/images/I/417VcWQ2p5L._AC_US200_.jpg,B0C3B4L99N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"246,986","-207,847",-84%,Wheel & Tire Mud Flaps & Splash Guards,283,44,"-4,200%","2,067",-42%,46.99,3,85%,,55,2.27%,4.20,1,2022-01-26,FBM,9,8,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,2.24 ounces,,2023-05-31
B07426CY94,Size: 2014-2018 Chevy Silverado | Color: 4 pcs with hardware,PIT66,PIT66 4Pack Front+Rear Mud Flaps Splash Guards Wheel Fender Mudguard Compatible with Chevy 2014-2018 Silverado 1500/2015-2018 Silverado 2500 3500,https://m.media-amazon.com/images/I/31Jq1DC-xyL._AC_US200_.jpg,B0C3B4L99N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"246,986","-207,847",-84%,Wheel & Tire Mud Flaps & Splash Guards,283,44,"-4,200%","1,583",-42%,35.99,3,85%,,55,2.27%,4.20,1,2022-01-26,FBM,9,8,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,4.19 pounds,,2023-05-31
B0B3DW71FM,Color: 2 pcs with hardware（front） | Size: 2014-2018 Chevy Silverado,PIT66,"PIT66 Splash Guard Mud Flaps Fender Mudguards, Compatible with 2014-2018 Silverado 1500/2015-2018 Silverado 2500 3500 (Front Molded Mud Flaps)",https://m.media-amazon.com/images/I/31m7nkT2BnL._AC_US200_.jpg,B0C3B4L99N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"246,986","-207,847",-84%,Wheel & Tire Mud Flaps & Splash Guards,283,44,"-4,200%","1,451",-42%,32.99,3,,,55,2.27%,4.20,1,2022-06-07,FBM,7,8,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,2.33 pounds,17.32 x 11.42 x 3.94 inches,2023-05-31
B0C2Z38F6B,Color: 2 pcs with hardware（rear） | Size: 2014-2018 Chevy Silverado,PIT66,"PIT66 Heavy Duty Molded Mud Flaps Compatible with 2014 2015 2016 2017 2018 Chevy Silverado,Splash Guards Mudguard Kit 2PCS (Rear Molded Mud Flaps) with Screw",https://m.media-amazon.com/images/I/31HY6UaZStL._AC_US200_.jpg,B0C3B4L99N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"246,986","-207,847",-84%,Wheel & Tire Mud Flaps & Splash Guards,283,44,"-4,200%","1,407",-42%,31.99,3,,,55,2.27%,4.20,1,2023-04-19,FBM,9,8,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,,17.34 x 11.43 x 3.94 inches,2023-05-31
B0B2RGV9G2,Size: 2007-2014 GMC Sierra | Color: 4 pcs with hardware,PIT66,"PIT66 Mud Flap, Compatible with 2007-2013 GMC Sierra 1500/2007-2014 GMC Sierra 2500HD 3500HD/2007-2014 GMC Yukon/2001-2013 GMC Yukon XL 1500 2500 4Pcs Splash Guards Mud Flaps Front &amp; Rear #19213394",https://m.media-amazon.com/images/I/41zLJXaQevL._AC_US200_.jpg,B0C3B4L99N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"246,986","-207,847",-84%,Wheel & Tire Mud Flaps & Splash Guards,283,44,"-4,200%","1,627",-42%,36.99,3,55%,10.99,55,2.27%,4.20,1,2022-05-31,FBM,9,8,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,3.65 pounds,19.29 x 12.2 x 1.97 inches,2023-05-31
B07FDX55D6,Size: 2007-2013 Chevy Silverado | Color: 4 pcs with hardware,PIT66,"PIT66 Mud Flaps Splash Guards, Compatible with 2007-2013 Chevy Silverado 1500/2007-2014 Silverado 2500 3500, 4Pcs Front Rear Wheel Fender Mudguards",https://images-na.ssl-images-amazon.com/images/I/312KC4gpWAL._AC_US200_.jpg,B0C3B4L99N,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"246,986","-207,847",-84%,Wheel & Tire Mud Flaps & Splash Guards,283,44,"-4,200%","1,891",-42%,42.99,3,67%,7.65,55,2.27%,4.20,1,2019-02-22,FBM,9,8,1,PIT66 Motor,CN,"公司名称：Changzhou Ruibole Electronics Co., Ltd.",FBM,,,,Y,,,4.34 pounds,,2023-05-31
B07QPBBZKS,,Parts N Go,"Parts N Go 2009-2010 Corolla Front Driver &amp; Passenger Side Fender Liner Left/Right Hand Splash Guard - TO1248149, 5387602260",https://m.media-amazon.com/images/I/4102bKQ3hyL._AC_US200_.jpg,B07QPBBZKS,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"124,644","-70,819",-30%,Wheel & Tire Mud Flaps & Splash Guards,183,44,"2,300%","1,402",23%,31.87,,85%,,20,9.09%,4.20,4,2019-04-12,FBM,7,1,1,Parts N Go,US,"公司名称：Pro-A Motors, Inc
办公地址：
6423 E. Washington Blvd
Commerce
CA
90040
US",FBM,,Y,,,,Wheel & Tire Mud Flaps & Splash Guards by Parts N,,,2023-06-01
B00845SPTG,Size: Custom Front Mud Guards,Husky Liners,"Husky Liners - Front Mud Guards | 2011 - 2023 Dodge Durango, no R/T Models - Black, 2 Pc. | 58001",https://m.media-amazon.com/images/I/31fJdX7xBTL._AC_US200_.jpg,B07NMVCKTQ,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"55,002","125,441",336%,Wheel & Tire Mud Flaps & Splash Guards,62,44,900%,"1,803",9%,40.98,26,26%,16.87,342,9.09%,4.50,4,2012-04-30,AMZ,9,2,8,Amazon,US,"公司名称：speedshop.com
电话号码：1-270-297-4653
办公地址：
1901 Russellville Road
Bowling Green
KY
42101
US",AMZ,,,,Y,,,1.04 pounds,,2023-06-01
B07LCG1DPB,,Kiwi Master,KIWI MASTER Mud Guards Splash Flaps Compatible for 2015-2023 Dodge Challenger Front &amp; Rear Mud Flaps Fender Flaps Heavy Duty Molded 82214141 82214142,https://m.media-amazon.com/images/I/51Vb-jaWBkL._AC_US200_.jpg,B07LCG1DPB,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,,"212,121","43,867",29%,Wheel & Tire Mud Flaps & Splash Guards,417,43,-200%,"2,148",-2%,49.97,20,70%,7.65,236,0.00%,4.20,0,2018-12-14,FBA,9,1,2,KIWI MASTER,CN,"公司名称：Ningbo ZhengRunfu E-commerce Co., LTD
办公地址：
鄞州区金源路818号
8号楼501室
宁波市
浙江
315105
CN",FBA,,,,Y,,,1.74 pounds,14.48 x 7.72 x 5.43 inches,2023-05-28
